Nom,Description,Tag 1,Tag 2,Tag 3,Latitude,Longitude,N° et nom de rue,CP,Ville,Année de création,Url site web,Nom compte Twitter,Url page Facebook,Url page Google +,Url page Linkedin,Url page Viadeo,Catégorie
Bookeen,Bookeen développe le marché du livre électronique en fournissant des systèmes dédiés à la lecture numérique.,#ebook,#liseuse,#equipement,48.822891,2.35879,27 rue de la Vistule,75013,Paris,2003,www.bookeen.com,BookeenTeam,https://www.facebook.com/Bookeen,,http://www.linkedin.com/company/1245678,,Entreprise
Bornup,"Bornup propose des solutions logicielles et matérielles pour systèmes multimédias tactiles : bornes, tables, vitrines.",#tactile,#equipement,,48.405182,2.68788,43 rue Royale,77300,Fontainebleau,2004,www.bornup.fr,,,,,,Entreprise
Brain Vision Systems,Brain Vision Systems est spécialisée dans les systèmes de vision intelligents. ,#camera,#equipement,#smartvision,48.82513,2.37487,23 rue du Dessous des Berges,75013,Paris,2006,www.bvs-tech.com,,,,,,Entreprise
Brightcove,Brightcove est un fournisseur de services de contenu cloud qui offre une gamme de produits permettant de publier et de distribuer des médias numériques professionnels dans le monde entier.,#video,#apps,,48.877441,2.32818,26 rue de Londres,75009,Paris,2004,www.brightcove.com,Brightcove,https://www.facebook.com/Brightcove,https://plus.google.com/100830370440271567091,http://www.linkedin.com/company/16439,,Entreprise
Bukkett,Bukkett est une solution SoLoMo éditée par MeoMeo qui offre gratuitement aux campus  un média dédié à leur vie étudiante.,#solomo,#universite,,48.857712,2.38603,4 rue de la Croix Faubin,75011,Paris,2011,www.bukkett.com,TeamBukkett,https://www.facebook.com/bukkettapps,,http://www.linkedin.com/company/1718156,,Entreprise
Bulb In Town,"Bulb in Town est un site de financement participatif dédié aux projets de proximité : commerçants, artisans, associations de quartier.",#crowdfunding,#commerces,#associations,48.893959,2.35278,110 rue des Poissonniers ,75018,Paris,2012,www.bulbintown.com,bulbintown,https://www.facebook.com/BulbInTown,,http://www.linkedin.com/company/2870075,,Entreprise
Bulkypix,BulkyPix est un développeur et éditeur de divertissement digital qui propose des jeux pour PC et Mac et des applications interactives pour appareils mobiles (smartphones et tablettes tactiles).,#jeu,#mobile,#apps,48.80059,2.12622,6 avenue de Sceaux,78000,Versailles,2008,www.bulkypix.com,Bulkypix,https://www.facebook.com/Bulkypix,,http://www.linkedin.com/company/301698,,Entreprise
Bull,"Bull est une entreprise de conseil et de développement informatique, spécialiste des systèmes ouverts et sécurisés.",#informatique,,,48.824413,1.98129,Rue Jean Jaurès,78340,Les Clayes-sous-Bois,,www.bull.fr,bullfr,,,http://www.linkedin.com/company/2274,,Entreprise
BullGuard,Bullguard est un producteur de logiciels de sauvegarde pour ordinateurs et mobile.,#securite,,,48.896118,2.29766,120 rue Jean Jaurès,92300,Levallois Perret,2002,www.bullguard.com,BullGuard,https://www.facebook.com/BullGuard,https://plus.google.com/102909736483892980240,http://www.linkedin.com/company/bullguard,,Entreprise
Buongiorno,Buongiorno est une entreprise qui opère dans deux domaines : la distribution de services mobiles à valeur ajoutée et le marketing digital.,#mobile,#marketing,,48.877041,2.31453,10 rue Treilhard,75008,Paris,1999,www.buongiorno.com,Bmarketing,https://www.facebook.com/BuongiornoGroup,,http://www.linkedin.com/company/162832,,Entreprise
Bureaux A Partager,Bureaux A Partager est une plateforme de partage d'espaces de travail entre professionnels.,#bureaux,#economiecollaborative,,48.868328,2.36601,17 rue du Faubourg du Temple,75010,Paris,2012,www.bureauxapartager.com,BureauAPartager,https://www.facebook.com/Bureauxapartager,https://plus.google.com/100657603327657770168,http://www.linkedin.com/company/bureaux-a-partager,,Entreprise
Buzzaka,Buzzaka est une agence interactive spécialisée dans les secteurs culturel et éducatif.,#agence,#culture,#education,48.87463,2.34085,25 rue Drouot,75009,Paris,2007,www.buzzaka.com,agence_buzzaka,https://www.facebook.com/pages/Buzzaka/374384925908982,,http://www.linkedin.com/company/buzzaka,,Entreprise
Cantoche,Cantoche est une société dont l’expertise technologique dans le domaine des interfaces humanisées se double d’un savoir-faire artistique en création de personnages animés interactifs.,#agentvirtuel,#livingactor,,48.875452,2.351105,68 rue d'Hauteville,75010,Paris,1999,www.cantoche.com,LivingActor_FR,,,http://www.linkedin.com/company/73834,,Entreprise
Capitaine Train,Capitaine Train est une plateforme d'achat de billets de train simple et rapide.,#transport,#ecommerce,#train,48.87479,2.34742,9 rue Ambroise Thomas,75009,Paris,2009,www.capitainetrain.com,capitainetrain,https://www.facebook.com/capitainetrain,https://plus.google.com/+capitainetrain,http://www.linkedin.com/company/1180468,,Entreprise
Capital Koala,Capital Koala permet d’accumuler un capital placé sur un compte-épargne pour un enfant désigné à partir de vos achats en ligne.,#epargne,#ecommerce,,48.882511,2.3328,29 rue de Douai,75009,Paris,2010,www.capitalkoala.com,capitalkoala,https://www.facebook.com/capitalkoala,,http://www.linkedin.com/company/capital-koala,,Entreprise
CaptainDash,CaptainDash est un spécialiste de la bigdata et de la création de dashboards visuels et interactifs pour le marketing.,#bigdata,#dashboard,#marketing,48.86908,2.37702,86 rue de la Fontaine au Roi,75011,Paris,2010,www.captainDash.com,captain_dash,https://www.facebook.com/wegivesuperpowers,,http://www.linkedin.com/company/768752,,Entreprise
Carré Multimédia,Carré Multimédia est une agnce spécialisée dans le développement et l’édition de programmes multimédias éducatifs et culturels.,#agence,#culture,#education,48.866692,2.38167,154  rue Oberkampf,75011,Paris,1995,www.carremultimedia.com,,,,,,Entreprise
Cassette Voyage,"Cassette Voyage développpe Addictrip, un portail sur lequel vous pouvez trouver toute l’information dont vous avez besoin pour préparer et réserver votre prochaine escapade urbaine en Europe et ailleurs.",#tourisme,,,48.874401,2.3532,19 rue Martel,75010,Paris,2008,www.addictrip.com,,http://www.facebook.com/addictrip,,http://www.linkedin.com/company/791198,,Entreprise
Cedexis,Cedexis propose des solutions de cloudcomputing pour la surveillance et l'optimisation de trafic sur le web.,#cloudcomputing,,,48.814091,2.34391,27 rue Raymond Lefebvre,94250,Gentilly,2009,www.cedexis.fr,cedexis,https://www.facebook.com/Cedexis,,http://www.linkedin.com/company/cedexis,,Entreprise
Celum,Celum est l'un des leaders dans le domaine des solutions d'entreprise de digital asset management solutions.,,,,48.75753,1.98505,46 avenue des Frères Lumière,78190,Trappes,1999,www.celum.com,celum,https://www.facebook.com/pages/celum-ALWAYS-AHEAD/129629563448,,http://www.linkedin.com/company/328144,,Entreprise
Chef Jérôme,Chef Jérôme propose une solution de e-commerce distribué qui permet d'embarquer des interfaces de vente dans les contenus de sites web.,#ecommerce,,,48.871109,2.393599,24 rue de l'Est,75020,Paris,2011,www.chefjerome.com,Chef_Jerome,,,http://www.linkedin.com/company/2289538,,Entreprise
Chemins de Tr@verse,"Chemins de tr@verse est une maison d’édition numérique et papier qui conçoit, édite, publie et vend des livres notamment via sa plateforme bouquineo.fr",#edition,#librairie,#ebook,48.876911,2.34714,2 rue Pierre Sémard,75009,Paris,,www.chemins-de-traverse.fr,Chdetraverse,,,,,Entreprise
Chocolapps,Chocolapps édite et développe des applications mobiles ludo-éducatives pour les enfants.,#ludoeducatif,#mobile,#enfants,48.893452,2.28381,92 rue Anatole France,92300,Levallois Perret,2010,www.chocolapps.com,chocolapps,https://www.facebook.com/Chocolapps,https://plus.google.com/116808544276734183829,http://www.linkedin.com/company/2733027,,Entreprise
Cibul,"Cibul est une plateforme web qui permet de publier des événements et de les organiser sous forme d'agendas collaboratifs. Les données sont structurées, géolocalisées et exportables via widget, iframe et API.",#agenda,#evenements,#collaboration,48.90292,2.2807,8 rue Alice,92400,Courbevoie,2009,www.cibul.net,cibul,https://www.facebook.com/cibul.net,,http://www.linkedin.com/company/298617,,Entreprise
Cinemur,"Cinemur est une plateforme communautaire, web et mobile, pour trouver les meilleurs films à voir entre amis, au cinéma et à la télévision.",#films,#cinema,,48.87611,2.3365,35 rue de Châteaudun,75009,Paris,2011,www.cinemur.fr,cinemur,https://www.facebook.com/cinemurapp,,http://www.linkedin.com/company/2759000,,Entreprise
Cisco Systems,Cisco Systems est une entreprise informatique qui vend du matériel réseau (routeur et commutateur ethernet) et des serveurs.,#equipement,#informatique,,48.830471,2.26571,11 rue Camille Desmoulins,92782,Issy-les-Moulineaux,1984,www.cisco.com,CiscoSystems,https://www.facebook.com/pages/Cisco-Systems/112463015433208,https://plus.google.com/+CiscoSystems,http://www.linkedin.com/company/1063,,Entreprise
Citegreen,"CitéGreen est un programme d'incitation qui met en relation des usagers avec leur collectivité, des fournisseurs de services écologiques et des marques qui, par leurs produits, leurs services ou leurs investissements s’engagent pour l’environnement.",#developpementdurable,#retribution,#ecoresponsable,48.893959,2.35278,110 rue des Poissonniers ,75018,Paris,2011,www.citegreen.com,CiteGreen,https://www.facebook.com/CiteGreen,,http://www.linkedin.com/company/2035543,,Entreprise
Citizen Place,Citizen Place est une plateforme d'applications web conçues et développées pour les organisations à but non lucratif pour faciliter leur gestion interne et leur communication.,#apps,#associations,#plateforme,48.843029,2.2442,73 rue du Château,92100,Boulogne Billancourt,2009,www.citizenplace.com,citizenplace,,,http://www.linkedin.com/company/1263890,,Entreprise
Citizenside,Citizenside est une plateforme communautaire qui rassemble des reporters amateurs et/ou indépendants afin de partager des photos / vidéos d'actualité.,#reseausocial,#journalisme,,48.884319,2.34283,19  place Saint Pierre,75018,Paris,2006,www.citizenside.com,citizensideFR,https://www.facebook.com/citizenside.fr,https://plus.google.com/u/0/+citizenside/,http://www.linkedin.com/company/863098,,Entreprise
Citrix,"Citrix propose des produits de collaboration, de virtualisation et de mise en réseau pour faciliter le travail mobile et l’adoption des services cloud. ",#virtualisation,#cloudcomputing,,48.89056,2.24318,102 esplanade du Général De Gaulle,92400,Courbevoie,1989,www.citrix.com,citrix,https://www.facebook.com/Citrix,https://plus.google.com/+citrix,http://www.linkedin.com/company/2641,,Entreprise
CityPassenger,CityPassenger propose avec Mobile-IT Networks une gamme de solutions réseaux tout-en-un.,#reseaux,#telecom,,48.683830,2.199608,1 avenue de l'Atlantique,91940,Les Ulis,2001,www.citypassenger.com,CityPassenger,,,http://www.linkedin.com/company/113514,,Entreprise
Cityzen Mobility,"Cityzen Mobility propose CityzenCab, une plateforme de ""taxi partagé"" qui permet de trouver la meilleure offre de taxi au meilleur prix, en moyenne 2 fois moins cher qu'un taxi.",#taxi,#cabsharing,,48.893959,2.35278,110 rue des Poissonniers ,75018,Paris,2011,www.cityzencab.com,cityzencab,https://www.facebook.com/CityzenCab,,,,Entreprise
CityzenCar,CityzenCar est un service en ligne d'autopartage pour la location de voitures entre particuliers.,#autopartage,#carsharing,#economiecollaborative,48.86363,2.436492,104 avenue de la Résistance,93100,Montreuil,2011,fr.cityzencar.com,CityzenCar,https://www.facebook.com/cityzencar,,http://www.linkedin.com/company/1671887,,Entreprise
Cityzeum,"Cityzeum est une plateforme d’info-médiation touristique qui fournit des guides gratuits, des conseils et réservations d'hôtels, un comparateur de voyages et la présentation des destinations.",#infomediation,#tourisme,#voyage,48.884251,2.31465,24 rue Claude Pouillet,75017,Paris,2006,www.cityzeum.com,cityzeum,https://www.facebook.com/cityzeum,,,,Entreprise
Civiliz,Civiliz est une application mobile pour commenter tous les lieux de la vie quotidienne : ceux qu'on voudrait améliorer ou ceux que l'on aime et qu'on a envie de faire connaître.,#mobile,#recommandation,#avis,48.88051,2.242993,105 rue Voltaire,92800,Puteaux,2010,www.civiliz.fr,Civiliz,https://www.facebook.com/civiliz,,http://www.linkedin.com/company/1430534,,Entreprise
Cleeng,Cleeng fournit des solutions de diffusion de contenus digitaux pour tous les supports.,#video,#diffusion,#ecommerce,48.84193,2.22108,1 rue Royale,92210,Saint-Cloud,2011,www.cleeng.com,cleeng,https://www.facebook.com/cleeng,,http://www.linkedin.com/company/1453976,,Entreprise
Cloudwatt,Cloudwatt a pour objectif de mettre la puissance du numérique à la disposition de toutes les entreprises en leur fournissant une infrastructure compétitive de cloud computing.,#cloudcomputing,,,48.83469,2.2442,117 avenue Victor Hugo,92100,Boulogne Billancourt,,www.cloudwatt.com,cloudwatt,,,http://www.linkedin.com/company/2770068,,Entreprise
Codasystem,"Codasystem propose Shoot&Proof, un outil intégré de gestion de photos qui permet de les horodater, les géolocaliser, les indexer, les stocker, les certifier et les partager.",#photo,#certification,,48.833149,2.229,79 rue de Sèvres,92100,Boulogne Billancourt,2001,www.codasystem.com,,http://www.facebook.com/pages/Codasystem/48769356863,,http://www.linkedin.com/company/141628,,Entreprise
CoffeePoke,"CoffeePoke est une application de réseau social d'entreprise qui permet à chaque collaborateur de poster des messages, de partager liens, documents, photos et vidéos, voire de commenter ou « liker » les contributions de ses collègues.",#reseausocial,#RSE,,48.861561,2.3418,108 rue Saint Honoré,75001,Paris,2012,www.coffeepoke.com,coffeepoke,https://www.facebook.com/enlightncoffeepoke,,http://www.linkedin.com/company/coffeepoke,http://fr.viadeo.com/fr/company/coffeepoke,Entreprise
Commerce Guys,Commerce Guys propose des solutions pour le ecommerce basées sur Drupal.,#ecommerce,#drupal,#opensource,48.870628,2.34659,38 rue du Sentier,75002,Paris,2008,www.commerceguys.com,CommerceGuys,https://www.facebook.com/commerceguys,,http://www.linkedin.com/company/658359,,Entreprise
CommOnEcoute,CommOnEcoute est une salle de concert interactive en ligne.,#concert,#video,#socialviewing,48.854858,2.40352,80 rue des Haies,75020,Paris,2011,www.commonecoute.com,commonecoute,,,http://www.linkedin.com/company/2797492,,Entreprise
ConnectedSpot,"ConnectedSpot propose French Connection, une solution de Wifi On The Go reposant sur la location de hotspots mobiles.",#wifi,#roaming,#hotspot,48.866959,2.34846,81 rue Réaumur,75002,Paris,,www.frenchconnection.fr,,,,,,Entreprise
Connecthings,Connecthings fournit une solution complète pour créer des services mobiles sans contact.,#mobile,#sanscontact,,48.875641,2.34918,54  rue de Paradis,75010,Paris,2007,www.connecthings.com,Connecthings,https://www.facebook.com/pages/Connecthings/130198270328924,,http://www.linkedin.com/company/532729,,Entreprise
Cookening,Cookening est une plateforme communautaire qui permet de partager des repas cuisinés à la maison.,#economiecollaborative,#cuisine,,48.868523,2.349280,109 rue d'Aboukir,75002,Paris,2012,www.cookening.com,cookening,https://www.facebook.com/cookening,https://plus.google.com/103305946167146182608,http://www.linkedin.com/company/2803827,,Entreprise
Core-Techs,"Core-Techs est spécialisée dans les technologies Open Source : elle propose des services de développement / intégration, et édite notamment Quotero, une solution de gestion documentaire.",#opensource,#integration,#developpement,48.888908,2.39353,218 avenue Jean Jaurès,75019,Paris,,www.core-techs.fr,core_techs,https://www.facebook.com/pages/Core-Techs/321845547937,,,,Entreprise
Corporama,Corporama propose des solutions de veille et de prospection pour l'intelligence commerciale et édite corporama.com une plateforme de diffusion d'informations sur les entreprises.,#crm,#salesintelligence,#B2B,48.865749,2.39198,14 rue du Soleillet,75020,Paris,2010,www.corporama.com,corporama,https://www.facebook.com/servicescorporama,,http://www.linkedin.com/company/corporama,,Entreprise
Cosmonautica,"Cosmonautica est un atelier d'impression 3D qui propose des solutions de scanning, de modélisation et de matérialisation d'objets en 3 dimensions.",#impression3d,#fabrication,#modelisation,48.863979,2.35198,8 rue du Bourg l'Abbé,75003,Paris,2011,www.cosmonautica.com,,,,,,Entreprise
Cristaldata,"Cristaldata est une société de produits et de services informatiques spécialisée dans le conseil, le développement et l'intégration de solutions logicielles avec une forte expérience dans le domaine de la santé.",#informatique,#sante,,48.694481,2.06706,102 route de limours,78470,Saint Rémy-lès-Chevreuse,2004,www.cristaldata.fr,TwittCristal,,,http://www.linkedin.com/company/1099307,,Entreprise
Criteo,Criteo fournit des solutions pour améliorer la performance de l'affichage publicitaire.,#ecommerce,#marketing,#cpc,48.878891,2.33149,32 rue Blanche,75009,Paris,2005,www.criteo.com,criteo,https://www.facebook.com/GoCriteo,,http://www.linkedin.com/company/37209,,Entreprise
Cup of Teach,Cup of Teach est une université communautaire qui propose des ateliers collectifs uniques et originaux entre particuliers. ,#elearning,#universite,,48.84001,2.224425,55 quai Alphonse le Gallo,92100,Boulogne Billancourt,2012,www.cupofteach.com,cupofteach,https://www.facebook.com/cupofteach,,http://www.linkedin.com/company/2597764,,Entreprise
Curioos,"Curioos est une galerie d'art en ligne, une place de marché pour graphistes et illustrateurs.",#marketplace,#art,,48.857441,2.39637,17 cité Aubry,75020,Paris,2011,www.curioos.com,curioos,https://www.facebook.com/curioos.arts,,http://www.linkedin.com/company/486498,,Entreprise
Cyanide,"Cyanide est un studio de développement de jeux vidéo qui a acquis sa notoriété grâce à des séries sportives comme Cycling Manager, Horse Racing Manager, Pro Rugby Manager, et des RPG et RTS comme Chaos League et Loki sur PC.",#jeu,#studio,,48.89764,2.22151,5  boulevard des Bouvets,92000,Nanterre,2000,www.cyanide-studio.com,CyanideStudio,https://www.facebook.com/cyanide.games,,http://www.linkedin.com/company/38647,,Entreprise
Da Fact ,Da Fact conçoit et développe une nouvelle lutherie électronique destinée au contrôle de logiciels multimédia temps réel.,#lutherie,#musique,#karlax,48.87896,2.36721,174 quai de Jemmapes ,75010,Paris,2006,www.dafact.com,da_fact,https://www.facebook.com/karlax.by.dafact,,,,Entreprise
Dailymotion,"Dailymotion propose un service d'hébergement, de partage et de visionnage de vidéos en ligne.",#video,,,48.885502,2.30689,140 boulevard Malesherbes,75017,Paris,2005,www.dailymotion.com,Dailymotion,https://www.facebook.com/dailymotionFrance,,http://www.linkedin.com/company/24411,,Entreprise
Dashlane,Dashlane est un service pour faciliter les achats et les réaliser rapidement sur différents supports numériques sans toucher à son clavier : gestion de mots de passe et portefeuille numérique.,#mcommerce,#securite,#ewallet,48.862381,2.3875,63 boulevard de Ménilmontant,75011,Paris,2009,www.dashlane.com,dashlane,https://www.facebook.com/GetDashlane,https://plus.google.com/112519055969179747026/,http://www.linkedin.com/company/2049626,,Entreprise
Dassault Systèmes,"Dassault Systèmes, ""The 3D Experience Company"", offre aux entreprises et aux particuliers les univers virtuels nécessaires à la conception d'innovations durables.",#3d,#realitevirtuelle,#plm,48.786091,2.21021,10 rue Marcel Dassault,78140,Velizy Villacoublay,1981,www.3ds.com,Dassault3DS,https://www.facebook.com/DassaultSystemes,,http://www.linkedin.com/company/3896,,Entreprise
Data Publica,"Data Publica vous procure les données, publiques ou privées, dont vous avez besoin pour votre activité ainsi que les outils génériques ou sur mesure pour les visualiser.",#dataviz,#bigdata,#opendata,48.872388,2.348372,47 rue d'Enghien,75010,Paris,2011,www.data-publica.com,datapublica,https://www.facebook.com/DataPublica,,http://www.linkedin.com/company/1936055,,Entreprise
Davi,"Davi développe et propose des solutions de collaborateurs virtuels et d'assistants personnels, agents intelligents autonomes, pour accomplir un travail bien réel sur supports digitaux.",#agentvirtuel,,,48.88126,2.242142,19 rue Godefroy,92800,Puteaux,2000,www.davi.fr,agentvirtuel,https://www.facebook.com/agentvirtuel,,,,Entreprise
Décideurs TV,Décideurs TV est une Web TV pour les professionnels où les décideurs parlent aux décideurs.,#webtv,#video,,48.869671,2.34412,33 rue des Jeuneurs,75002,Paris,2007,www.decideurstv.com,DECIDEURSTV,https://www.facebook.com/Decideurstv,,http://www.linkedin.com/company/1224936,,Entreprise
Declicmedia,"Declicmedia opère des services web et mobile de création, personnalisation et d'impression de cartes et cadeaux.",#impression,#personnalisation,,48.880211,2.28738,88 avenue des Ternes,75017,Paris,2005,www.declicmedia.com,declicmedia,,,http://www.linkedin.com/company/1513964,,Entreprise
dee&be,dee&bee est une société de haute technologie qui s'est donnée pour mission de libérer l'expérience télévisuelle.,#television,#iptv,#equipement,48.829127,2.356424,17 avenue d'Italie,75013,Paris,,www.deenbe.com,,,https://plus.google.com/100706403747132149115,,,Entreprise
Deezer,Deezer est une plateforme de diffusion musicale sur le web et le mobile.,#musique,,,48.878021,2.32842,12 rue d'Athènes,75009,Paris,2007,www.deezer.com,DeezerFrance,https://www.facebook.com/deezer,https://plus.google.com/+deezer,http://www.linkedin.com/company/167231,,Entreprise
Delimedia,Delimedia édite Delitoon un portail qui invente une nouvelle façon de lire la bande dessinée sur Internet.,#bandedessinee,,,48.798187,2.401933,17 avenue de l'Insurrection,94400,Vitry sur Seine,2011,www.delitoon.com,delitoon,https://www.facebook.com/delitoon,,http://www.linkedin.com/company/1188080,,Entreprise
Dematis ,Dematis conçoit et propose des solutions de dématérialisation de marchés publics accessibles via internet.,#marchespublics,#dematerialisation,,48.864311,2.3692,30 boulevard Voltaire ,75011,Paris,2003,www.e-marchespublics.com,Emarchespublics,https://www.facebook.com/pages/E-Marchespublicscom-Les-march%C3%A9s-publics-et-appels-doffres/406416302799881,,http://www.linkedin.com/company/1333467,,Entreprise
Deveryware,Deveryware est un opérateur de géolocalisation spécialisé dans la fourniture et l’exploitation des données de localisation géographique à destination d’applications géo-dépendantes.,#geolocalisation,#api,#geohub,48.87162,2.33486,5 rue du Helder ,75009,Paris,2003,www.deveryware.com,,https://www.facebook.com/pages/Deveryware/20560583432,,http://www.linkedin.com/company/753161,,Entreprise
Devolia,"Devolia est une agence conseil en communication digitale qui accompagne les entreprises et les institutions dans la conception, la réalisation et l’exploitation de dispositifs de communication multicanaux.",#agence,,,48.85968,2.34888,21 boulevard de Sébastopol,75001,Paris,2005,www.devolia.fr,Devolia,https://www.facebook.com/devolia,https://plus.google.com/117197872192037582999/,http://www.linkedin.com/company/1515138,,Entreprise
Deways,Deways est une plateforme communautaire de location de voitures entre particuliers.,#carsharing,#economiecollaborative,#autopartage,48.88829,2.37567,12 rue Riquet,75019,Paris,2010,www.deways.com,deways_fr,https://www.facebook.com/deways.fr,,http://www.linkedin.com/company/1420186,,Entreprise
DigiBiDi,DigiBiDi opère une plateforme qui permet la location ou l'achat en ligne de bandes dessinées sous forme numérique.,#bandedessinee,#edition,,48.862221,2.40008,199 rue des Pyrénées,75019,Paris,2008,www.digibidi.com,digiBiDi,http://www.facebook.com/pages/digiBiDi/119469926475,,http://www.linkedin.com/company/2801329,,Entreprise
Digikaa,Digikaa est un réseau social professionnel pour les talents du web et du mobile.,#reseausocial,#professionnel,,48.893959,2.35278,110 rue des Poissonniers ,75018,Paris,2011,www.digikaa.com,digikaa,https://www.facebook.com/digikaa,,http://www.linkedin.com/company/2148136,,Entreprise
Digital Simulation,"Digital Simulation fournit une solution, matérielle et logicielle, de géolocalisation augmentée.",#geolocalisation,,,49.006569,2.03406,7 rue Denis Papin,95280,Jouy le Moutier,2010,www.digital-simulation.com,DPRM_SAS,https://www.facebook.com/pages/DigitM/527113623992646,,http://www.linkedin.com/company/2844000,,Entreprise
Diplomeo,Diplomeo est un service d'orientation et de mise en relation entre les étudiants et les écoles d'enseignement supérieur.,#education,#orientation,#etudiants,48.87043,2.34042,16 rue Saint-Marc,75002,Paris,2011,www.diplomeo.com,diplomeo,https://www.facebook.com/diplomeo,,http://www.linkedin.com/company/2728356,,Entreprise
Distribeo,Distribeo est spécialisée dans le marketing interactif et propose des applications mobiles de second écran pour la télévision.,#marketing,#secondscreen,#mobile,48.865749,2.39198,14 rue Soleillet,75020,Paris,2009,www.distribeo.com,distribeo,https://www.facebook.com/Distribeo,,http://www.linkedin.com/company/562998,,Entreprise
Dontnod Entertainment,Dontnod développe des jeux vidéo pour consoles HD à partir de concepts originaux et de technologies innovantes.,#jeu,#studio,#console,48.892568,2.369415,140 rue d'aubervilliers,75019,Paris,,www.dont-nod.com,DONTNOD_Ent,https://www.facebook.com/DONTNOD.Entertainment,,http://www.linkedin.com/company/1072046,,Entreprise
DotEmu,"DotEmu développe des technologies permettant d'adapter massivement et rapidement des anciens jeux vidéo et logiciels sur les plateformes modernes : Internet, PC, Mobiles.",#jeu,#retrogaming,#emulationlogicielle,48.84967,2.38001,8 passage Brûlon,75012,Paris,2007,www.dotemu.com,dotemu,https://www.facebook.com/dotemu,,http://www.linkedin.com/company/1278960,,Entreprise
Dotgreen ,Dotgreen est une société de conseils et de services informatiques spécialisée dans le domaine du green IT et de la virtualisation.,#informatique,#greenIT,#virtualisation,48.873451,2.32173,57 rue des Mathurins ,75009,Paris,2008,www.dotgreen.fr,,,,,,Entreprise
DPRM,"DPRM développe et propose DigitM , un outil pour gérer votre marketing digital et social.",#marketing,,,48.871109,2.393599,24 rue de l'Est,75020,Paris,2012,www.digitm.fr,,https://www.facebook.com/pages/DigitM/527113623992646,,http://www.linkedin.com/company/dprm,,Entreprise
Drivy,Drivy (ex-Voiturelib) permet de louer des voitures entre particuliers.,#carsharing,#economiecollaborative,#autopartage,48.869789,2.36385,18 rue Yves Toudic,75010,Paris,2010,www.drivy.com,drivy,https://www.facebook.com/pages/Drivy/373802739100,,http://www.linkedin.com/company/2009278,,Entreprise
Ebay,eBay constitue la plus grande communauté d'achat et de vente de biens et de services en ligne.,#ecommerce,,,48.86834,2.34116,21 rue de la Banque,75002,Paris,1995,www.ebay.fr,eBay,https://www.facebook.com/eBayFrance,https://plus.google.com/+eBay,http://www.linkedin.com/company/1481,,Entreprise
EduPad,Edupad édite des applications éducatives pour tablettes et mobiles.,#education,#mobile,,48.84967,2.38001,8 passage Brûlon,75012,Paris,2010,www.edupad.com,itooch,https://www.facebook.com/iToochApps,https://plus.google.com/101193559907616876275,http://www.linkedin.com/company/1542619,,Entreprise
eeleo,"eeleo offre des produits et services dans le domaine des télécommunications sans fil, notamment dans les applications à fortes contraintes en termes de consommation d'énergie.",#telecoms,,,48.825661,2.3835,15 rue Jean-Baptiste Berlier,75013,Paris,2009,www.eeleo.com,,,,http://www.linkedin.com/company/451007,,Entreprise
Egonocast,Egonocast est un éditeur de logiciel pour services de TV interactive.,#secondscreen,#tvinteractive,,48.825661,2.3835,15 rue Jean-Baptiste Berlier,75013,Paris,2009,www.egonocast.com,,,,http://www.linkedin.com/company/3165497,,Entreprise
eGreen,"eGreen est un dispositif innovant, ludique, social et incitatif qui permet de suivre, de comprendre l’évolution de sa consommation énergétique et d’expérimenter des solutions pour la réduire.",#energie,#consommation,,48.893959,2.35278,110 rue des Poissonniers ,75018,Paris,2012,www.egreen.fr,JJeGreen,https://www.facebook.com/page.egreen,https://plus.google.com/113505110657667760247,http://www.linkedin.com/company/2601805,,Entreprise
Egylis,"Egylis est un éditeur de services mobiles à valeur ajoutée pour les entreprises qui propose Move-On, une plateforme qui permet la création, la personnalisation et le déploiement de services mobiles aux équipes nécessitant un accès à l'information critique en temps réel. 
Ils sont centrés sur les problématiques de la relation client depuis la conquête de nouveaux clients sur le terrain, la consultation de contenu commerciale, le suivi des forces de vente et le support par les équipes de terrain.
Disponible A la Demande, la plateforme offre des services prêts à l'emploi et personnalisables sous quelques heures, des outils de reporting et des outils de communication multi-canaux.  ",#mobile,#tempsreel,,48.893959,2.35278,110 rue des Poissonniers ,75018,Paris,2005,www.egylis.com,,,,,,Entreprise
E-loue,"E-loue est une plateforme communautaire de location de tout type de bien (voiture, appartement, bricolage, jardinage, costume, etc.) entre particuliers.",#marketplace,#location,#economiecollaborative,48.86132,2.36316,11 rue Debelleyme,75003,Paris,2009,www.e-loue.com,eloue,https://www.facebook.com/location.eloue,,http://www.linkedin.com/company/1162469,,Entreprise
EMC Corporation,EMC Corporation accompagne les entreprises et les fournisseurs de services dans la transformation de leurs opérations et les aide à gérer l’informatique en tant que service.,#informatique,,,48.922798,2.22014,80 quai Voltaire,95876,Bezons,1979,france.emc.com,EMCFrance,https://www.facebook.com/france.emc,https://plus.google.com/106680294390454326955,http://www.linkedin.com/groups/EMC-Corporation-44934,,Entreprise
Emencia,Emencia est spécialisée dans le déploiement de solutions de gestion de contenu et de plate-formes e-commerce basées sur des serveurs d'application opensource.,#opensource,#ecommerce,,48.84993,2.36876,1  rue Lacuée,75012,Paris,2007,www.emencia.fr,emencia,https://www.facebook.com/pages/Emencia/65641325743,https://plus.google.com/u/0/113267675346739612307/,,,Entreprise
